"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","UCE-1055","TPM2u+F+G4","G4",-6874.3244,-5644.498,"TPM2u{0.749,2.7045,0.749,1,2.7045,1}+F{0.337,0.1752,0.1714,0.3164}",13970.6489,13995.5129,14527.1935,"Mixture",1112,54,0.489208633093525,"31.92%",559,82,0.8039,82.4776,9.6533,160.8136,242.3878,NA,"1.9501","0.6545","0.3356","0","0","0.0078","0.0185","0.0215","0.1791"
"Mixture","UCE-1054","HKY+FO+I+G4","I+G4",-7896.3694,-5744.2323,"HKY{1,2.9702,1,1,2.9702,1}+FO{0.2714,0.1889,0.2059,0.3339}",16014.7388,16040.8839,16566.2812,"Mixture",1063,56,0.476952022577611,"42.71%",588,74,0.7255,83.6652,9.814,147.3805,236.3198,NA,"4.423","1.9621","0.4436","0","0","0.0143","0.0416","0.041","0.5702"
"One_class","UCE-1054","HKY+F+I+G4","I+G4",-7902.2329,-5744.2323,"HKY{1,2.9022,1,1,2.9022,1}+F{0.2823,0.2062,0.2059,0.3056}",16026.4658,16052.6109,16578.0082,"Mixture",1063,56,0.476952022577611,"42.71%",588,74,0.7255,83.9795,9.8231,227.9496,235.787,NA,"4.3706","1.9738","0.4516","0","0","0.0112","0.0421","0.0428","0.5564"
"Mixture","UCE-1083","MIX{HKY+FO,JC+FO}+G","G4",-5871.3166,-5655.823,"HKY{4.72877}+FO{0.31204,0.181345,0.15272,0.353895};JC",11792.6332,11793.7386,11919.9267,"Mixture",1202,11,0.569051580698835,"26.71%",517,4,0.25,20.8062,5.4616,6.4807,40.9686,NA,"1.3064","0.4849","0.3712","0.0122","0.0319","0.0589","0.0674","0.0944","0.2171"
"One_class","UCE-1083","HKY+F+G4","G4",-5874.8938,-5655.823,"HKY{1,3.7763,1,1,3.7763,1}+F{0.3153,0.1826,0.164,0.3381}",11797.7876,11798.8072,11919.9894,"Mixture",1202,11,0.569051580698835,"26.71%",517,4,0.25,20.8293,5.4689,6.4807,41.0238,NA,"1.2813","0.4738","0.3698","0.0127","0.032","0.0593","0.0688","0.0963","0.2242"
"Mixture","UCE-1059","HKY+FO+I+G4","I+G4",-9823.899,-6708.6736,"HKY{1,3.2623,1,1,3.2623,1}+FO{0.3361,0.1884,0.1739,0.3016}",19873.798,19899.4593,20440.9785,"Mixture",1118,55,0.322003577817531,"49.55%",780,88,0.8462,85.053,9.9732,169.6821,233.8304,NA,"4.2008","1.7026","0.4053","0","0.0031","0.0216","0.0393","0.0538","0.2869"
"One_class","UCE-1059","HKY+F+I+G4","I+G4",-9828.3101,-6708.6736,"HKY{1,3.2095,1,1,3.2095,1}+F{0.3094,0.1952,0.1841,0.3114}",19882.6203,19908.2816,20449.8008,"Mixture",1118,55,0.322003577817531,"49.55%",780,88,0.8462,84.9469,9.9678,181.345,234.0134,NA,"4.2083","1.6552","0.3933","0","0.0031","0.022","0.0393","0.0534","0.2877"
"Mixture","UCE-1044","TPM2u+FO+G4","G4",-9487.0531,-6565.6626,"TPM2u{0.6337,2.8716,0.6337,1,2.8716,1}+FO{0.327,0.1847,0.1889,0.2994}",19224.1063,19256.6813,19848.6915,"Mixture",1093,61,0.286367795059469,"50.50%",741,98,0.8448,92.8228,10.2811,267.3313,260.2675,NA,"6.0708","1.6115","0.2655","0","0","0.0138","0.0505","0.0327","2.6358"
"One_class","UCE-1044","TVM+F+G4","G4",-9486.7845,-6565.6626,"TVM{0.8558,2.9859,0.5002,1.2139,2.9859,1}+F{0.3451,0.1674,0.1839,0.3035}",19227.569,19261.2602,19862.1476,"Mixture",1093,61,0.286367795059469,"50.50%",741,102,0.8793,92.9296,10.2831,250.5235,260.5362,NA,"6.0042","1.5825","0.2636","0","0","0.0124","0.051","0.0325","2.6792"
"Mixture","UCE-1088","HKY+FO+G4","G4",-772.2652,-570.779,"HKY{1,2.7318,1,1,2.7318,1}+FO{0.3706,0.1482,0.2409,0.2402}",1692.5303,1777.2632,1938.7932,"Mixture",206,39,0.70873786407767,"13.11%",61,48,0.7273,61.143,9.0147,99.8949,146.1657,NA,"0.4356","0.1315","0.3019","0","0","0.0048","0.0063","0.0052","0.089"
"One_class","UCE-1088","HKY+F+G4","G4",-772.3246,-570.779,"HKY{1,2.7444,1,1,2.7444,1}+F{0.3671,0.155,0.2368,0.2411}",1692.6493,1777.3821,1938.9121,"Mixture",206,39,0.70873786407767,"13.11%",61,50,0.7576,61.1431,9.0147,107.8657,146.1657,NA,"0.4356","0.1315","0.3019","0","0","0.0048","0.0063","0.0052","0.089"
"Mixture","UCE-1053","HKY+FO+G4","G4",-3647.1442,-3567.1914,"HKY{1,3.4453,1,1,3.4453,1}+FO{0.3236,0.1953,0.1727,0.3084}",7682.2883,7850.7961,8549.0219,"Mixture",644,97,0.616459627329193,"22.36%",377,170,0.914,135.5993,11.9578,603.8402,429.3326,NA,"1.2065","0.3746","0.3105","0","0","0.0028","0.0062","0.008","0.0783"
"One_class","UCE-1053","TPM3u+F+G4","G4",-3647.496,-3567.1914,"TPM3u{1.4916,4.1249,1,1.4916,4.1249,1}+F{0.3483,0.1767,0.1589,0.3162}",7684.992,7855.617,8556.1933,"Mixture",644,97,0.616459627329193,"22.36%",377,174,0.9355,135.6356,11.9603,504.3441,429.3542,NA,"1.1696","0.3461","0.2959","0","0","0.002","0.0064","0.0082","0.0881"
"Mixture","UCE-101","HKY+FO+G4","G4",-6716.209,-5125.5576,"HKY{1,3.3205,1,1,3.3205,1}+FO{0.2962,0.1941,0.231,0.2787}",13784.4181,13875.9071,14621.2284,"Mixture",858,87,0.481351981351981,"35.08%",550,144,0.8571,124.1585,11.5182,309.2927,382.5273,NA,"2.8104","0.8119","0.2889","0","0","0.0082","0.0164","0.0221","0.1431"
"One_class","UCE-101","HKY+F+G4","G4",-6718.5859,-5125.5576,"HKY{1,3.3744,1,1,3.3744,1}+F{0.3051,0.1746,0.232,0.2883}",13789.1717,13880.6607,14625.982,"Mixture",858,87,0.481351981351981,"35.08%",550,148,0.881,124.2839,11.5254,321.0825,382.3676,NA,"2.8074","0.8459","0.3013","0","0","0.0082","0.0164","0.022","0.1427"
"Mixture","UCE-1081","TPM3u+FO+G4","G4",-8023.2876,-6471.8962,"TPM3u{1.5364,3.6162,1,1.5364,3.6162,1}+FO{0.2963,0.1962,0.1948,0.3128}",16280.5751,16309.0118,16864.7579,"Mixture",1089,57,0.393021120293848,"34.44%",688,68,0.6296,87.2295,9.9456,141.8309,260.9408,NA,"2.4521","0.6783","0.2766","0","0","0.009","0.0221","0.0223","0.324"
"One_class","UCE-1081","TPM3u+F+G4","G4",-8024.648,-6471.8962,"TPM3u{1.5041,3.5936,1,1.5041,3.5936,1}+F{0.3109,0.1918,0.1959,0.3014}",16283.2959,16311.7326,16867.4787,"Mixture",1089,57,0.393021120293848,"34.44%",688,74,0.6852,87.3076,9.9519,137.4409,260.9293,NA,"2.4497","0.6772","0.2764","0","0","0.009","0.0221","0.0223","0.3243"
"Mixture","UCE-1036","MIX{HKY+FO,TVMe+FO,K80+FO}+I+G","I+G4",-8290.7053,-6085.2111,"HKY{2.75579}+FO{0.395864,0.120092,0.123711,0.360332};TVMe{1.56885,2.0351,0.0001,0.843682}+FQ;K2P{19.9724}+FQ",16837.4107,16875.5006,17465.0903,"Mixture",996,59,0.357429718875502,"48.29%",709,82,0.7321,88.5639,9.9077,151.8815,247.8853,NA,"3.6186","1.4329","0.396","0","0.0032","0.0164","0.03","0.0347","0.2794"
"One_class","UCE-1036","TN+F+I+G4","I+G4",-8325.1821,-6085.2111,"TN{1,3.6102,1,1,2.7738,1}+F{0.2806,0.2466,0.1828,0.29}",16894.3641,16928.7421,17492.6213,"Mixture",996,59,0.357429718875502,"48.29%",709,78,0.6964,88.788,9.9297,145.9795,248.7605,NA,"3.446","1.4147","0.4105","0","0.0011","0.0171","0.0315","0.0364","0.3031"
"Mixture","UCE-1069","TPM2u+FO+G4","G4",-6394.6276,-5245.0652,"TPM2u{0.6647,2.5315,0.6647,1,2.5315,1}+FO{0.2933,0.2306,0.1831,0.293}",13039.2551,13074.8484,13654.0921,"Mixture",1011,62,0.543026706231454,"33.33%",513,98,0.8448,92.6695,10.4136,245.528,258.4179,NA,"3.5307","1.0951","0.3102","0","0","0.0112","0.0288","0.0307","1.001"
"One_class","UCE-1069","TPM2u+F+G4","G4",-6401.4617,-5245.0652,"TPM2u{0.5834,2.3952,0.5834,1,2.3952,1}+F{0.322,0.2024,0.1774,0.2982}",13052.9233,13088.5165,13667.7602,"Mixture",1011,62,0.543026706231454,"33.33%",513,94,0.8103,92.401,10.4015,220.0409,259.6964,NA,"3.4216","0.9644","0.2819","0","0","0.0122","0.0297","0.0316","1.038"
"Mixture","UCE-1077","TIM3+FO+G4","G4",-7150.5054,-5980.0662,"TIM3{1.552,3.6975,1,1.552,5.7586,1}+FO{0.3406,0.1517,0.1918,0.3159}",14561.0109,14596.49,15210.3414,"Mixture",1091,63,0.458295142071494,"30.43%",602,90,0.75,93.9249,10.1745,152.964,270.7773,NA,"2.4837","0.6176","0.2487","0","1e-04","0.0094","0.0202","0.0234","0.2979"
"One_class","UCE-1077","TIM3+F+G4","G4",-7153.059,-5980.0662,"TIM3{1.7781,3.7512,1,1.7781,6.5234,1}+F{0.3588,0.1335,0.1864,0.3212}",14566.118,14601.5971,15215.4485,"Mixture",1091,63,0.458295142071494,"30.43%",602,90,0.75,93.9036,10.1746,171.6333,270.9156,NA,"2.4804","0.6163","0.2485","0","0","0.01","0.0202","0.024","0.3014"
"Mixture","UCE-1100","MIX{HKY+FO,JC+FO,K80+FO}+I+G","I+G4",-8315.6138,-5994.1403,"HKY{3.42024}+FO{0.324999,0.207481,0.197385,0.270135};JC;K2P{112.939}+FQ",16719.2276,16722.7043,16942.6003,"Mixture",1184,19,0.451013513513513,"38.60%",641,2,0.0625,38.7997,7.5155,9.4868,99.4672,NA,"1.8076","0.7039","0.3894","9e-04","0.0171","0.0291","0.0507","0.0708","0.2023"
"One_class","UCE-1100","HKY+F+I+G4","I+G4",-8330.3225,-5994.1403,"HKY{1,3.448,1,1,3.448,1}+F{0.302,0.2132,0.2136,0.2712}",16742.6451,16745.6608,16950.7879,"Mixture",1184,19,0.451013513513513,"38.60%",641,2,0.0625,38.8348,7.522,9.4868,99.5769,NA,"1.7742","0.6865","0.3869","0","0.0172","0.0293","0.0516","0.0714","0.2092"
"Mixture","UCE-1092","MIX{TVM+FO,TVMe+FO}+I+G","I+G4",-8268.3806,-5721.3242,"TVM{0.150615,1.23995,0.184013,0.543682}+FO{0.401918,0.122772,0.128694,0.346617};TVMe{100,92.7089,32.4846,39.5523}+FQ",16722.7612,16739.1781,17192.9053,"Mixture",1159,41,0.57290767903365,"32.87%",565,30,0.3947,69.9601,9.3647,58.6174,205.6154,NA,"2.2039","0.8405","0.3814","0","0.0071","0.0146","0.0265","0.0379","0.1604"
"One_class","UCE-1092","TVM+F+I+R2","I+R2",-8293.0279,-5721.3242,"TVM{1.0636,2.3346,0.5675,1.2238,2.3346,1}+F{0.3339,0.1662,0.1886,0.3113}",16764.0559,16779.0418,17213.9787,"Mixture",1159,41,0.57290767903365,"32.87%",565,30,0.3947,70.0657,9.3795,58.9915,206.1405,NA,"2.0967","0.7799","0.372","0","0.0071","0.0148","0.0279","0.0378","0.1825"
"Mixture","UCE-1072","HKY+FO+G4","G4",-7594.7978,-5762.7324,"HKY{1,2.9362,1,1,2.9362,1}+FO{0.2914,0.1678,0.1948,0.3461}",15409.5955,15434.6931,15958.321,"Mixture",1084,54,0.486162361623616,"35.33%",609,78,0.7647,84.7799,9.9692,133.2104,238.8115,NA,"2.3652","0.9915","0.4192","0","0.0015","0.01","0.0228","0.0265","0.1688"
"One_class","UCE-1072","TN+F+G4","G4",-7595.1214,-5762.7324,"TN{1,3.3855,1,1,2.5147,1}+F{0.265,0.1761,0.1997,0.3591}",15412.2427,15437.823,15965.9566,"Mixture",1084,54,0.486162361623616,"35.33%",609,80,0.7843,84.7374,9.9637,131.67,238.717,NA,"2.3964","0.9837","0.4105","0","0","0.0103","0.0225","0.0264","0.166"
"Mixture","UCE-1084","TPM2u+FO+G4","G4",-6568.0566,-5844.478,"TPM2u{0.6785,3.3081,0.6785,1,3.3081,1}+FO{0.3316,0.1536,0.1605,0.3543}",13366.1131,13393.3654,13940.9417,"Mixture",1095,56,0.536073059360731,"27.49%",564,74,0.6981,86.3644,9.9587,181.0083,252.9536,NA,"1.9337","0.6995","0.3617","0","0.0031","0.0101","0.0179","0.0241","0.1089"
"One_class","UCE-1084","TVM+F+G4","G4",-6562.5154,-5844.478,"TVM{0.9732,4.431,0.8465,2.1551,4.431,1}+F{0.3318,0.141,0.1588,0.3684}",13359.0307,13387.2927,13943.8563,"Mixture",1095,56,0.536073059360731,"27.49%",564,76,0.717,86.3113,9.9526,187.851,252.9505,NA,"1.9483","0.6813","0.3497","0","0.0024","0.0103","0.0177","0.0235","0.1084"
"Mixture","UCE-1085","HKY+FO+G4","G4",-8184.8618,-5959.7766,"HKY{1,3.7441,1,1,3.7441,1}+FO{0.2587,0.2355,0.2127,0.2931}",16609.7236,16643.7681,17195.4929,"Mixture",974,59,0.339835728952772,"49.18%",694,92,0.8214,88.1852,9.8192,229.4254,253.4171,NA,"3.5822","1.3843","0.3864","0","0","0.0151","0.032","0.042","0.2741"
"One_class","UCE-1085","K2P+I+G4","I+G4",-8201.0055,-5959.7766,"K2P{1,3.6945,1,1,3.6945,1}+I{0.25,0.25,0.25,0.25}",16638.011,16670.8578,17214.0175,"Mixture",974,59,0.339835728952772,"49.18%",694,94,0.8393,88.0657,9.8045,211.2203,253.5285,NA,"3.6776","1.3195","0.3588","0","0","0.0142","0.0311","0.0413","0.2748"
"Mixture","UCE-110","MIX{HKY+FO,K81+FO}+I+G","I+G4",-8167.8882,-6489.1127,"HKY{3.66079}+FO{0.313724,0.135198,0.17094,0.380138};K3P{0.256527,0.205371}+FQ",16423.7764,16427.1238,16648.7546,"Mixture",1228,19,0.473941368078176,"38.76%",704,4,0.125,38.6213,7.4606,11.1355,99.0257,NA,"1.9932","0.8895","0.4463","0.001","0.011","0.0343","0.0556","0.0793","0.2603"
"One_class","UCE-110","HKY+F+I+G4","I+G4",-8180.5318,-6489.1127,"HKY{1,3.0136,1,1,3.0136,1}+F{0.3036,0.1363,0.182,0.3781}",16443.0635,16445.9674,16652.7024,"Mixture",1228,19,0.473941368078176,"38.76%",704,2,0.0625,38.6648,7.4697,5.831,99.1939,NA,"1.9466","0.8634","0.4435","9e-04","0.0112","0.0348","0.0569","0.0805","0.2693"
"Mixture","UCE-1094","TPM2u+FO+I+R2","I+R2",-5763.5318,-5785.4207,"TPM2u{0.6191,2.6833,0.6191,1,2.6833,1}+FO{0.303,0.1704,0.1835,0.3432}",11873.0636,11940.0314,12734.2946,"Mixture",1073,84,0.66076421248835,"22.09%",479,138,0.8519,122.8672,11.6245,341.3385,369.841,NA,"1.5065","0.4634","0.3076","0","0","0.0032","0.0091","0.0134","0.0748"
"One_class","UCE-1094","TPM2u+F+I+R2","I+R2",-5766.4515,-5785.4207,"TPM2u{0.6054,2.7021,0.6054,1,2.7021,1}+F{0.3024,0.1546,0.1821,0.3609}",11878.903,11945.8708,12740.134,"Mixture",1073,84,0.66076421248835,"22.09%",479,134,0.8272,122.8766,11.6258,396.4127,369.6225,NA,"1.4996","0.5272","0.3516","0","0","0.0033","0.0091","0.0135","0.0753"
"Mixture","UCE-1093","TPM2u+FO+G4","G4",-6797.1804,-6164.0163,"TPM2u{0.641,2.6479,0.641,1,2.6479,1}+FO{0.3223,0.217,0.2003,0.2604}",13872.3608,13912.7762,14568.1655,"Mixture",1103,68,0.516772438803264,"32.64%",598,104,0.8,100.7752,10.5428,182.0961,290.249,NA,"2.0031","0.9561","0.4773","0","0","0.0078","0.015","0.0135","0.313"
"One_class","UCE-1093","TPM2u+F+G4","G4",-6800.0713,-6164.0163,"TPM2u{0.6447,2.6291,0.6447,1,2.6291,1}+F{0.3185,0.2101,0.2028,0.2686}",13878.1427,13918.558,14573.9474,"Mixture",1103,68,0.516772438803264,"32.64%",598,108,0.8308,100.7842,10.5414,155.7177,290.2844,NA,"1.9951","0.9231","0.4627","0","0","0.0074","0.0151","0.0136","0.312"
"Mixture","UCE-1102","TPM3u+FO+G4","G4",-7859.4594,-6443.7686,"TPM3u{1.4145,3.7919,1,1.4145,3.7919,1}+FO{0.3171,0.2148,0.1875,0.2806}",15944.9188,15970.5546,16512.2004,"Mixture",1119,55,0.401251117068811,"36.19%",672,60,0.5769,84.0319,9.9907,114.0877,236.5571,NA,"2.4931","0.8266","0.3316","0","0","0.0091","0.0232","0.0259","0.5246"
"One_class","UCE-1102","TPM3u+F+G4","G4",-7860.2996,-6443.7686,"TPM3u{1.4376,3.8479,1,1.4376,3.8479,1}+F{0.3275,0.2109,0.1797,0.2818}",15946.5993,15972.2351,16513.8808,"Mixture",1119,55,0.401251117068811,"36.19%",672,54,0.5192,83.9664,9.99,111.866,236.5649,NA,"2.4845","0.8128","0.3271","0","0","0.0092","0.0233","0.026","0.5266"
"Mixture","UCE-1061","TPM3u+FO+I+G4","I+G4",-7603.4277,-5960.5364,"TPM3u{1.5714,3.8528,1,1.5714,3.8528,1}+FO{0.3308,0.1752,0.1694,0.3247}",15494.8554,15542.2023,16205.4086,"Mixture",1027,70,0.467380720545278,"36.51%",616,120,0.8955,102.5101,10.4971,304.5866,299.2108,NA,"2.7403","1.0177","0.3714","0","0","0.0091","0.0199","0.0313","0.1435"
"One_class","UCE-1061","TIM3+F+I+G4","I+G4",-7601.0653,-5960.5364,"TIM3{1.5571,3.2797,1,1.5571,4.4125,1}+F{0.3383,0.17,0.1835,0.3082}",15492.1307,15540.1897,16207.6183,"Mixture",1027,70,0.467380720545278,"36.51%",616,120,0.8955,102.6381,10.505,283.3302,298.9695,NA,"2.7218","1.0202","0.3748","0","0","0.0091","0.02","0.031","0.1442"
"Mixture","UCE-1062","HKY+FO+I+R3","I+R3",-12111.9334,-6531.5588,"HKY{1,3.2481,1,1,3.2481,1}+FO{0.2711,0.2558,0.2187,0.2544}",24467.8668,24500.9561,25070.2191,"Mixture",1030,58,0.221359223300971,"64.08%",809,86,0.7818,99.2974,15.4306,251.4916,238.8667,NA,"19.6003","2.49","0.127","0","0","0.0221","0.175","0.08","12.9797"
"One_class","UCE-1062","K2P+I+R3","I+R3",-12122.8964,-6531.5588,"K2P{1,3.2603,1,1,3.2603,1}+I{0.25,0.25,0.25,0.25}",24483.7927,24515.1773,25071.3331,"Mixture",1030,58,0.221359223300971,"64.08%",809,82,0.7455,99.2356,15.506,195.3254,241.2571,NA,"19.7728","2.51","0.1269","0","0","0.0216","0.1735","0.0801","12.8732"
"Mixture","UCE-1039","MIX{TVM+FO,F81+FO,K80+FO}+I+G","I+G4",-9176.6573,-6504.9065,"TVM{1.16211,3.11054,0.156876,2.33205}+FO{0.405052,0.0971223,0.104732,0.393094};F81+FO{0.330532,0.194906,0.159063,0.3155};K2P{14.3575}+FQ",18665.3146,18717.929,19444.0817,"Mixture",1088,75,0.363970588235294,"42.37%",723,104,0.7536,106.8826,10.8096,203.4306,329.052,NA,"2.9022","0.8485","0.2924","0","0","0.0098","0.0203","0.0233","0.1683"
"One_class","UCE-1039","TPM3u+F+I+G4","I+G4",-9211.157,-6504.9065,"TPM3u{1.5878,3.9129,1,1.5878,3.9129,1}+F{0.3332,0.1645,0.1525,0.3498}",18718.3139,18765.283,19457.1442,"Mixture",1088,75,0.363970588235294,"42.37%",723,106,0.7681,106.8982,10.8118,190.5754,329.3669,NA,"2.869","0.8237","0.2871","0","0","0.0088","0.0206","0.0226","0.1768"
"Mixture","UCE-1017","MIX{HKY+FO,F81+FO,TN+FO}+I+R3","I+R3",-10096.5798,-6910.1655,"HKY{2.47653}+FO{0.505239,0.248314,0.104097,0.14235};F81+FO{0.328123,0.08453,0.524051,0.0632967};TN{5.87655,1.043}+FO{0.0957931,0.486136,0.144301,0.27377}",20477.1596,20521.0171,21183.5356,"Mixture",1069,63,0.222637979420019,"50.23%",841,106,0.8833,101.4385,13.6992,249.3672,260.049,NA,"16.391","2.1439","0.1308","0","0","0.0122","0.0502","0.0366","1.8152"
"One_class","UCE-1017","TIM3e+G4","G4",-10223.8326,-6910.1655,"TIM3e{1.3766,4.2254,1,1.3766,2.8206,1}+G4{0.25,0.25,0.25,0.25}",20701.6652,20736.2157,21333.424,"Mixture",1069,63,0.222637979420019,"50.23%",841,110,0.9167,93.8033,10.1344,221.0113,263.2005,NA,"6.1777","1.4313","0.2317","0","0","0.0146","0.1333","0.0469","10.3503"
"Mixture","UCE-1070","TN+FO+R3","R3",-9109.6839,-5477.5977,"TN{1,2.6856,1,1,4.0169,1}+FO{0.327,0.1774,0.2145,0.2811}",18551.3677,18630.1234,19343.1283,"Mixture",871,80,0.304247990815155,"47.42%",676,126,0.8182,118.3748,11.7088,286.524,350.9182,NA,"8.468","1.6485","0.1947","0","0","0.0144","0.0538","0.0318","4.4802"
"One_class","UCE-1070","TN+F+R3","R3",-9114.4646,-5477.5977,"TN{1,2.4551,1,1,4.4461,1}+F{0.3541,0.158,0.2175,0.2703}",18560.9292,18639.6849,19352.6898,"Mixture",871,80,0.304247990815155,"47.42%",676,132,0.8571,118.7847,11.7315,270.5236,350.7485,NA,"8.4492","1.5942","0.1887","0","0","0.0149","0.0539","0.0309","4.4639"
"Mixture","UCE-1098","HKY+FO+G4","G4",-6942.543,-4820.0787,"HKY{1,4.1994,1,1,4.1994,1}+FO{0.3,0.2004,0.2016,0.2979}",14225.086,14312.3833,15029.156,"Mixture",837,84,0.445639187574671,"39.19%",552,130,0.8025,121.105,11.243,235.3019,372.4137,NA,"2.5228","0.91","0.3607","0","0","0.0079","0.0151","0.0199","0.1471"
"One_class","UCE-1098","HKY+F+G4","G4",-6946.5655,-4820.0787,"HKY{1,4.2483,1,1,4.2483,1}+F{0.3127,0.1892,0.1994,0.2987}",14233.131,14320.4283,15037.2011,"Mixture",837,84,0.445639187574671,"39.19%",552,122,0.7531,121.0583,11.2449,255.8496,372.5232,NA,"2.4997","0.9056","0.3623","0","0","0.0078","0.0153","0.0204","0.1638"
"Mixture","UCE-1041","MIX{TVM+FO,F81+FO,TPM3u+FO,JC+FO}+I+R2","I+R2",-10246.7608,-6506.7763,"TVM{2.14648,3.10629,0.341876,9.76365}+FO{0.437475,0.0905165,0.144183,0.327826};F81+FO{0.110581,0.25493,0.0614173,0.573071};TPM3u{0.0789981,1.29923}+FO{0.322999,0.218612,0.304472,0.153917};JC",20797.5216,20850.9836,21546.9568,"Mixture",1023,67,0.313782991202346,"54.45%",785,112,0.875,98.3514,10.2853,468.6619,277.453,NA,"6.1897","1.8193","0.2939","0","0","0.0079","0.041","0.0478","1.0934"
"One_class","UCE-1041","GTR+F+I+R2","I+R2",-10308.8473,-6506.7763,"GTR{0.8591,2.5469,0.6365,1.5363,2.0232,1}+F{0.3382,0.1733,0.1724,0.3161}",20901.6945,20947.8445,21601.8248,"Mixture",1023,67,0.313782991202346,"54.45%",785,110,0.8594,98.0965,10.2986,376.0691,282.7672,NA,"5.3731","1.5323","0.2852","0","0","0.0107","0.0472","0.0486","1.3546"
"Mixture","UCE-1056","TVM+FO+I+R2","I+R2",-9101.4523,-6191.3711,"TVM{0.9171,2.732,0.5818,1.8937,2.732,1}+FO{0.3462,0.1656,0.1543,0.334}",18536.9046,18605.6693,19353.8061,"Mixture",984,80,0.314024390243902,"46.95%",744,128,0.8312,115.6466,11.3519,281.8084,352.1395,NA,"11.2176","1.4311","0.1276","0","0","0.0103","0.077","0.0344","6.0329"
"One_class","UCE-1056","TVM+F+G4","G4",-9110.0989,-6191.3711,"TVM{0.7892,2.576,0.4568,2.0316,2.576,1}+F{0.3578,0.1637,0.1356,0.3429}",18550.1978,18617.166,19357.3161,"Mixture",984,80,0.314024390243902,"46.95%",744,132,0.8571,117.3411,11.6313,342.2733,352.6273,NA,"12.0844","1.9031","0.1575","0","0","0.0106","0.0714","0.0318","5.098"
"Mixture","UCE-1107","MIX{K3Pu+FO,K80+FO}+I+G","I+G4",-7814.5132,-6082.9894,"K3Pu{1.72052,0.124553}+FO{0.374046,0.111004,0.103281,0.41167};K2P{5.12684}+FQ",15897.0264,15936.741,16560.692,"Mixture",1046,64,0.422562141491396,"40.25%",680,88,0.7213,96.6209,10.2789,241.8098,280.4957,NA,"2.9509","1.0616","0.3598","0","0","0.0109","0.0229","0.0308","0.2034"
"One_class","UCE-1107","K3Pu+F+I+G4","I+G4",-7836.1455,-6082.9894,"K3Pu{1,3.255,0.5987,0.5987,3.255,1}+F{0.3294,0.1804,0.2024,0.2878}",15936.291,15974.7488,16590.0512,"Mixture",1046,64,0.422562141491396,"40.25%",680,90,0.7377,96.6831,10.2882,271.6671,280.9946,NA,"2.8636","0.98","0.3422","0","0","0.011","0.0236","0.0336","0.2216"
"Mixture","UCE-1068","TPM2u+FO+I+G4","I+G4",-9850.7657,-6456.6104,"TPM2u{0.6414,2.4045,0.6414,1,2.4045,1}+FO{0.3139,0.2093,0.1736,0.3032}",19929.5313,19957.6644,20494.2513,"Mixture",1047,58,0.361986628462273,"50.05%",738,84,0.8077,84.7555,9.897,318.1572,237.3173,NA,"4.3431","1.8864","0.4343","0","0","0.0116","0.0411","0.0607","0.2847"
"One_class","UCE-1068","TPM2u+F+I+G4","I+G4",-9858.1066,-6456.6104,"TPM2u{0.611,2.3596,0.611,1,2.3596,1}+F{0.311,0.1988,0.1625,0.3276}",19944.2132,19972.3462,20508.9332,"Mixture",1047,58,0.361986628462273,"50.05%",738,82,0.7885,84.1316,9.8582,258.2053,237.6654,NA,"4.3999","1.7212","0.3912","0","0","0.0145","0.0406","0.0599","0.2864"
"Mixture","UCE-1123","MIX{HKY+FO,JC+FO}+G","G4",-4207.3869,-4153.6848,"HKY{7.47317}+FO{0.346763,0.177488,0.16041,0.315339};JC",8472.7737,8474.3385,8618.9493,"One_class",1142,13,0.691768826619965,"16.81%",322,4,0.2,29.0286,7.3409,7.6158,60.1057,NA,"0.5203","0.2217","0.4261","0.0024","0.007","0.0152","0.0224","0.0267","0.0867"
"One_class","UCE-1123","HKY+F+G4","G4",-4210.3619,-4153.6848,"HKY{1,4.195,1,1,4.195,1}+F{0.3203,0.1981,0.1773,0.3044}",8476.7238,8478.1829,8617.8588,"One_class",1142,13,0.691768826619965,"16.81%",322,4,0.2,29.0345,7.3428,7.6158,60.1182,NA,"0.5145","0.2193","0.4262","0.0022","0.0068","0.0154","0.0226","0.0271","0.0878"
"Mixture","UCE-1139","K3Pu+FO+R2","R2",-3777.4949,-3629.2312,"K3Pu{1,2.8425,0.3095,0.3095,2.8425,1}+FO{0.3123,0.1705,0.1704,0.3468}",7618.9898,7620.8621,7780.815,"Mixture",1161,14,0.7786391042205,"12.32%",273,2,0.0909,31.8043,7.4405,5.7446,68.761,NA,"0.4521","0.1643","0.3634","0","0.006","0.0141","0.0179","0.0279","0.0762"
"One_class","UCE-1139","K3Pu+F+R2","R2",-3778.2367,-3629.2312,"K3Pu{1,2.775,0.291,0.291,2.775,1}+F{0.3147,0.1603,0.1686,0.3564}",7620.4733,7622.3457,7782.2985,"Mixture",1161,14,0.7786391042205,"12.32%",273,6,0.2727,31.8209,7.4429,10.247,68.7551,NA,"0.4477","0.1677","0.3746","0","0.0064","0.0143","0.0181","0.028","0.0761"
