"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-106","TPM3u+FO+G4","G4",-7603.7156,-6969.9949,"TPM3u{1.4494,3.709,1,1.4494,3.709,1}+FO{0.3372,0.1966,0.2125,0.2537}",15281.4311,15283.4897,15475.5731,"Mixture",1404,17,0.574786324786325,"26.42%",637,8,0.2857,37.3852,7.9182,13.7113,88.1804,NA,"1.749","0.5141","0.2939","0.0075","0.012","0.027","0.0556","0.0752","0.2555"
"One_class","UCE-106","TPM2u+F+G4","G4",-7608.9638,-6969.9949,"TPM2u{1.4269,3.7654,1.4269,1,3.7654,1}+F{0.3125,0.2016,0.2345,0.2514}",15291.9277,15293.9862,15486.0696,"Mixture",1404,17,0.574786324786325,"26.42%",637,8,0.2857,37.3806,7.92,16.3095,88.2606,NA,"1.7225","0.4818","0.2797","0.0075","0.0158","0.0272","0.0564","0.076","0.2543"
"Mixture","UCE-1064","HKY+FO+I+R2","I+R2",-9111.9044,-9320.5092,"HKY{1,3.2024,1,1,3.2024,1}+FO{0.2832,0.1903,0.2081,0.3185}",18419.8088,18433.9208,18938.7908,"Mixture",1474,47,0.41044776119403,"34.06%",958,58,0.6591,72.3659,9.5549,126.4674,167.8272,NA,"4.4254","1.4629","0.3306","0","0.0114","0.0275","0.0482","0.0667","0.2527"
"One_class","UCE-1064","TN+F+I+R2","I+R2",-9112.3347,-9320.5092,"TN{1,2.7749,1,1,3.7246,1}+F{0.3062,0.1823,0.2101,0.3014}",18422.6695,18437.08,18946.9472,"Mixture",1474,47,0.41044776119403,"34.06%",958,58,0.6591,72.3958,9.5597,150.6453,167.8253,NA,"4.3877","1.455","0.3316","0","0.0115","0.0283","0.0486","0.0669","0.2566"
"Mixture","UCE-1083","HKY+FO+G4","G4",-6074.6889,-6494.004,"HKY{1,3.7356,1,1,3.7356,1}+FO{0.2965,0.1976,0.1661,0.3398}",12197.3779,12198.2981,12321.9903,"Mixture",1329,11,0.602708803611738,"24.15%",558,2,0.125,20.8084,5.4545,4.899,41.0841,NA,"1.3078","0.483","0.3693","0.0127","0.0323","0.0602","0.0683","0.0952","0.219"
"One_class","UCE-1083","HKY+F+G4","G4",-6076.9209,-6494.004,"HKY{1,3.7913,1,1,3.7913,1}+F{0.3139,0.1841,0.1636,0.3384}",12201.8418,12202.7621,12326.4542,"Mixture",1329,11,0.602708803611738,"24.15%",558,2,0.125,20.8174,5.4569,4.899,41.1034,NA,"1.2981","0.4793","0.3692","0.0131","0.0327","0.0609","0.0688","0.0957","0.2205"
"Mixture","UCE-1051","MIX{TPM2u+FO,K80+FO,JC+FO}+G","G4",-7868.2645,-7917.9895,"TPM2u{0.00634333,0.876767}+FO{0.53992,0.0291512,0.0311523,0.399777};K2P{7.28949}+FQ;JC",16008.5291,16039.4792,16715.8883,"Mixture",1341,65,0.502609992542878,"26.92%",777,100,0.8065,97.8641,10.4739,190.9398,281.5788,NA,"3.6591","0.8509","0.2325","0","0","0.009","0.025","0.0241","1.1319"
"One_class","UCE-1051","TPM3u+F+G4","G4",-7896.7778,-7917.9895,"TPM3u{1.4191,4.3952,1,1.4191,4.3952,1}+F{0.313,0.1711,0.228,0.2879}",16059.5556,16089.0866,16751.3113,"Mixture",1341,65,0.502609992542878,"26.92%",777,100,0.8065,97.6772,10.4842,197.8889,283.0492,NA,"3.1759","0.7333","0.2309","0","0","0.0091","0.0288","0.0268","1.3962"
"Mixture","UCE-1003","MIX{TPM3u+FO,TNe+FO,TVM+FO}+G","G4",-9180.6783,-9191.9699,"TPM3u{1.3386,1.84149}+FO{0.390154,0.0852332,0.293433,0.23118};TNe{4.39861,16.7917}+FQ;TVM{0.472731,0.303761,0.117028,1.71899}+FO{0.170752,0.255748,0.0451369,0.528363}",18669.3566,18702.929,19495.3017,"Mixture",1577,71,0.580849714648066,"28.28%",829,104,0.7761,102.9503,10.4308,215.0814,305.416,NA,"3.6522","1.4212","0.3891","0","0","0.0117","0.023","0.0294","0.2005"
"One_class","UCE-1003","TN+F+G4","G4",-9237.5304,-9191.9699,"TN{1,2.6001,1,1,4.1563,1}+F{0.2667,0.2047,0.2342,0.2945}",18761.0608,18789.8005,19528.0098,"Mixture",1577,71,0.580849714648066,"28.28%",829,104,0.7761,103.2214,10.4701,226.3559,307.8857,NA,"3.1544","1.2056","0.3822","0","0","0.0132","0.0267","0.0336","0.2637"
"Mixture","UCE-1059","HKY+FO+I+G4","I+G4",-11350.8061,-9493.9565,"HKY{1,3.1526,1,1,3.1526,1}+FO{0.3385,0.1804,0.1849,0.2962}",22927.6123,22946.0151,23529.0559,"Mixture",1514,55,0.387054161162483,"41.15%",1029,82,0.7885,84.8668,10.0689,171.3593,233.6647,NA,"4.829","1.9463","0.403","0","0.0032","0.024","0.0452","0.061","0.3204"
"One_class","UCE-1059","HKY+F+I+G4","I+G4",-11357.9114,-9493.9565,"HKY{1,3.1069,1,1,3.1069,1}+F{0.3094,0.1943,0.1864,0.3099}",22941.8228,22960.2256,23543.2665,"Mixture",1514,55,0.387054161162483,"41.15%",1029,84,0.8077,84.8406,10.0702,168.333,233.7427,NA,"4.8314","1.918","0.397","0","0.0032","0.0239","0.0451","0.0614","0.3224"
"Mixture","UCE-1054","HKY+FO+I+G4","I+G4",-9520.0931,-8907.1605,"HKY{1,3.0661,1,1,3.0661,1}+FO{0.2679,0.1939,0.2027,0.3354}",19262.1863,19280.1257,19851.8056,"Mixture",1498,56,0.5,"34.31%",858,76,0.7451,83.7284,9.7803,213.3659,235.3771,NA,"5.2238","2.4184","0.463","0","0","0.0127","0.0495","0.048","0.6467"
"One_class","UCE-1054","HKY+F+I+G4","I+G4",-9531.4414,-8907.1605,"HKY{1,2.9651,1,1,2.9651,1}+F{0.2818,0.2067,0.2071,0.3043}",19284.8828,19302.8222,19874.5021,"Mixture",1498,56,0.5,"34.31%",858,76,0.7451,83.7038,9.7722,149.1844,235.5277,NA,"5.2002","2.2958","0.4415","0","0","0.015","0.0498","0.0472","0.6732"
"Mixture","UCE-1081","TPM3u+FO+G4","G4",-8706.5184,-7888.3506,"TPM3u{1.4756,3.5237,1,1.4756,3.5237,1}+FO{0.2981,0.2044,0.1931,0.3044}",17647.0367,17670.7584,18250.3094,"Mixture",1282,57,0.43213728549142,"31.05%",813,72,0.6667,88.4669,10.0926,135.5212,263.0498,NA,"2.6035","0.751","0.2885","0","0","0.0092","0.0234","0.024","0.3316"
"One_class","UCE-1081","TPM3u+F+G4","G4",-8708.3761,-7888.3506,"TPM3u{1.5176,3.5808,1,1.5176,3.5808,1}+F{0.3115,0.1928,0.1959,0.2999}",17650.7522,17674.4738,18254.0249,"Mixture",1282,57,0.43213728549142,"31.05%",813,74,0.6852,88.4632,10.0929,135.3071,263.0526,NA,"2.5929","0.7473","0.2882","0","0","0.0092","0.0235","0.024","0.3334"
"Mixture","UCE-1077","TIM3+FO+G4","G4",-8057.4482,-7589.8199,"TIM3{1.5474,3.5613,1,1.5474,5.3296,1}+FO{0.3358,0.1609,0.1876,0.3158}",16374.8964,16404.0075,17047.1119,"Mixture",1301,63,0.463489623366641,"28.67%",760,92,0.7667,94.2125,10.2365,188.4569,271.4365,NA,"2.8668","0.754","0.263","0","0","0.0105","0.0229","0.0256","0.3467"
"One_class","UCE-1077","TIM3+F+G4","G4",-8062.4322,-7589.8199,"TIM3{1.8177,3.612,1,1.8177,6.2575,1}+F{0.3547,0.1377,0.1857,0.3218}",16384.8644,16413.9755,17057.0799,"Mixture",1301,63,0.463489623366641,"28.67%",760,84,0.7,94.0792,10.2341,162.6038,271.6183,NA,"2.8205","0.711","0.2521","0","0","0.0106","0.0233","0.0259","0.3533"
"Mixture","UCE-1072","TPM3u+FO+G4","G4",-8930.6324,-8135.9768,"TPM3u{1.4525,3.4293,1,1.4525,3.4293,1}+FO{0.2885,0.1594,0.1914,0.3607}",18083.2648,18102.3615,18666.4785,"Mixture",1414,54,0.515558698727016,"31.40%",810,82,0.8039,85.0271,9.9444,142.2392,239.2582,NA,"2.8719","1.17","0.4074","0","0.0016","0.0123","0.0275","0.0314","0.2023"
"One_class","UCE-1072","TN+F+G4","G4",-8934.3564,-8135.9768,"TN{1,3.4109,1,1,2.507,1}+F{0.2671,0.1765,0.1977,0.3586}",18090.7129,18109.8096,18673.9266,"Mixture",1414,54,0.515558698727016,"31.40%",810,82,0.8039,85.0148,9.943,142.4114,239.2223,NA,"2.888","1.1735","0.4063","0","0.0015","0.012","0.0274","0.0312","0.2019"
"Mixture","UCE-1088","HKY+FO+G4","G4",-6353.1246,-7648.1623,"HKY{1,3.0881,1,1,3.0881,1}+FO{0.3445,0.1733,0.1912,0.291}",12854.2491,12862.9278,13239.8497,"Mixture",1354,39,0.433530280649926,"26.29%",616,52,0.7879,60.3464,8.9257,97.4012,138.0762,NA,"2.4814","1.3325","0.537","0","0","0.0105","0.0348","0.0312","0.3367"
"One_class","UCE-1088","HKY+F+G4","G4",-6358.5991,-7648.1623,"HKY{1,2.9861,1,1,2.9861,1}+F{0.3468,0.169,0.2145,0.2696}",12865.1981,12873.8768,13250.7987,"Mixture",1354,39,0.433530280649926,"26.29%",616,52,0.7879,60.4355,8.9365,125.4552,137.9835,NA,"2.4034","1.2936","0.5382","0","0","0.0108","0.036","0.0284","0.34"
"Mixture","UCE-1100","MIX{HKY+FO,K80+FO,JC+FO}+I+G","I+G4",-8630.3757,-7010.1825,"HKY{3.2429}+FO{0.327732,0.203883,0.202422,0.265962};K2P{64.4577}+FQ;JC",17348.7513,17351.8547,17576.9417,"Mixture",1321,19,0.481453444360333,"34.60%",723,4,0.125,39.2181,7.6994,11.1355,100.6927,NA,"1.8457","0.7153","0.3875","0.001","0.0172","0.0294","0.0518","0.0712","0.2047"
"One_class","UCE-1100","HKY+F+I+G4","I+G4",-8645.3421,-7010.1825,"HKY{1,3.4368,1,1,3.4368,1}+F{0.3026,0.2128,0.2147,0.27}",17372.6842,17375.3769,17585.3161,"Mixture",1321,19,0.481453444360333,"34.60%",723,4,0.125,39.2549,7.7056,11.1355,100.8054,NA,"1.8115","0.6975","0.385","0","0.0172","0.0296","0.0527","0.0718","0.2121"
"Mixture","UCE-1092","MIX{TVM+FO,TVMe+FO}+I+G","I+G4",-8913.6154,-7566.262,"TVM{0.165946,1.27964,0.194449,0.521416}+FO{0.414092,0.120248,0.135342,0.330318};TVMe{31.4727,28.0425,9.06134,11.818}+FQ",18013.2308,18026.2592,18503.3052,"Mixture",1436,41,0.610724233983287,"27.65%",686,28,0.3684,70.0512,9.4778,57.9483,205.4034,NA,"2.4005","0.9258","0.3857","0","0.0077","0.0153","0.0289","0.0404","0.1794"
"One_class","UCE-1092","TVM+F+I+R2","I+R2",-8937.2932,-7566.262,"TVM{1.0374,2.2926,0.5479,1.1688,2.2926,1}+F{0.335,0.1652,0.1885,0.3113}",18052.5864,18064.4884,18521.5823,"Mixture",1436,41,0.610724233983287,"27.65%",686,28,0.3684,70.1737,9.4938,58.3267,205.9929,NA,"2.2799","0.8571","0.3759","0","0.0078","0.0157","0.0304","0.0411","0.203"
"Mixture","UCE-1044","TPM3u+FO+I+G4","I+G4",-11896.8932,-10684.2265,"TPM3u{1.5383,4.3448,1,1.5383,4.3448,1}+FO{0.3153,0.1748,0.2036,0.3063}",24045.7865,24066.1842,24730.726,"One_class",1696,61,0.386792452830189,"39.98%",1068,102,0.8793,93.766,10.4379,263.1235,259.1063,NA,"7.6469","2.022","0.2644","0","0","0.0158","0.0618","0.0383","3.2983"
"One_class","UCE-1044","TVM+F+I+G4","I+G4",-11888.4992,-10684.2265,"TVM{0.9484,3.2111,0.557,1.3657,3.2111,1}+F{0.3386,0.1725,0.1876,0.3013}",24032.9984,24054.0731,24728.8099,"One_class",1696,61,0.386792452830189,"39.98%",1068,94,0.8103,93.3917,10.3558,304.1513,258.6212,NA,"7.3484","1.8789","0.2557","0","0","0.0127","0.0643","0.0364","3.5411"
"Mixture","UCE-1061","TPM3u+FO+I+G4","I+G4",-9318.999,-8716.0675,"TPM3u{1.4159,3.6203,1,1.4159,3.6203,1}+FO{0.3359,0.1785,0.1658,0.3198}",18925.9981,18959.3261,19680.961,"Mixture",1398,70,0.478540772532189,"32.55%",871,114,0.8507,102.9908,10.515,406.2512,298.3074,NA,"3.1661","1.1761","0.3715","0","0","0.0105","0.0233","0.0368","0.1914"
"One_class","UCE-1061","TIM3+F+I+G4","I+G4",-9318.295,-8716.0675,"TIM3{1.4228,3.094,1,1.4228,4.1349,1}+F{0.3383,0.1726,0.1821,0.307}",18926.5901,18960.408,19686.7958,"Mixture",1398,70,0.478540772532189,"32.55%",871,112,0.8358,102.8601,10.5069,349.8871,298.3791,NA,"3.1854","1.1764","0.3693","0","0","0.0102","0.0231","0.0371","0.1925"
"Mixture","UCE-101","K3Pu+FO+I+R2","I+R2",-11513.1883,-10497.5097,"K3Pu{1,2.6341,0.7763,0.7763,2.6341,1}+FO{0.3116,0.1938,0.2123,0.2823}",23384.3767,23431.2081,24342.0041,"Mixture",1556,87,0.425449871465296,"36.12%",1110,146,0.869,125.0644,11.5805,302.1192,377.0669,NA,"4.6839","1.4619","0.3121","0","0","0.0154","0.0274","0.0368","0.2277"
"One_class","UCE-101","HKY+F+I+R2","I+R2",-11519.8084,-10497.5097,"HKY{1,3,1,1,3,1}+F{0.3068,0.1798,0.226,0.2875}",23395.6168,23441.8942,24347.8943,"Mixture",1556,87,0.425449871465296,"36.12%",1110,156,0.9286,125.1006,11.5763,300.1833,376.8833,NA,"4.6907","1.4901","0.3177","0","0","0.0153","0.0274","0.0371","0.2279"
"Mixture","UCE-110","MIX{HKY+FO,K81+FO}+I+G","I+G4",-8866.0254,-8833.1191,"HKY{3.58224}+FO{0.311987,0.138383,0.171459,0.378171};K3P{0.189861,0.189952}+FQ",17820.0507,17822.6105,18056.4516,"Mixture",1592,19,0.559045226130653,"29.90%",814,6,0.1875,39.0002,7.6388,12.5698,100.2101,NA,"2.0599","0.9082","0.4409","0.001","0.0116","0.0338","0.0575","0.0817","0.2659"
"One_class","UCE-110","HKY+F+I+G4","I+G4",-8878.6731,-8833.1191,"HKY{1,3.0102,1,1,3.0102,1}+F{0.3035,0.1372,0.1818,0.3776}",17839.3461,17841.568,18059.6287,"Mixture",1592,19,0.559045226130653,"29.90%",814,4,0.125,39.0432,7.6477,8.2462,100.3778,NA,"2.0129","0.8823","0.4383","9e-04","0.0118","0.0342","0.0589","0.0829","0.2752"
"Mixture","UCE-1093","TPM2u+FO+G4","G4",-7565.1912,-7912.3256,"TPM2u{0.6633,2.7063,0.6633,1,2.7063,1}+FO{0.3302,0.211,0.2009,0.2579}",15408.3823,15440.5476,16132.2749,"Mixture",1350,68,0.536296296296296,"28.00%",729,98,0.7538,101.047,10.5308,204.098,291.7378,NA,"2.2563","1.0883","0.4823","0","0","0.0086","0.0169","0.0148","0.364"
"One_class","UCE-1093","TPM2u+F+G4","G4",-7566.1688,-7912.3256,"TPM2u{0.6912,2.7575,0.6912,1,2.7575,1}+F{0.3188,0.2101,0.2033,0.2678}",15410.3376,15442.5029,16134.2301,"Mixture",1350,68,0.536296296296296,"28.00%",729,98,0.7538,101.0709,10.5315,210.4471,291.6831,NA,"2.2531","1.0984","0.4875","0","0","0.0085","0.017","0.0148","0.3625"
"Mixture","UCE-1119","MIX{TPM3u+FO,TPM2+FO}+I+G","I+G4",-11234.3324,-10445.9684,"TPM3u{1.6075,2.93357}+FO{0.302807,0.190878,0.191286,0.315029};TPM2{0.150092,4.63742}+FQ",22558.6647,22561.2458,22802.0486,"Mixture",1650,19,0.388484848484848,"37.88%",1092,12,0.375,38.0799,7.4576,13.5647,97.8578,NA,"3.1023","1.1331","0.3652","0.0021","0.0183","0.0364","0.0866","0.1097","0.3117"
"One_class","UCE-1119","TPM3u+F+I+G4","I+G4",-11249.5468,-10445.9684,"TPM3u{1.3111,3.9375,1,1.3111,3.9375,1}+F{0.2961,0.2022,0.2172,0.2846}",22583.0935,22585.3412,22810.2518,"Mixture",1650,19,0.388484848484848,"37.88%",1092,10,0.3125,38.1035,7.4727,12.2474,98.0705,NA,"3.0303","1.0963","0.3618","0.0019","0.0177","0.0368","0.0886","0.1059","0.3449"
"Mixture","UCE-111","TPM3u+FO+I+G4","I+G4",-10535.4818,-8635.6448,"TPM3u{1.73,3.7046,1,1.73,3.7046,1}+FO{0.2793,0.1991,0.2091,0.3126}",21130.9636,21132.2791,21289.2396,"Mixture",1445,13,0.372318339100346,"42.70%",946,2,0.1,27.7077,7.1844,6,54.605,NA,"3.3019","1.0722","0.3247","0.0091","0.0434","0.1233","0.1421","0.2008","0.3568"
"One_class","UCE-111","TPM3u+F+I+G4","I+G4",-10542.1223,-8635.6448,"TPM3u{1.9796,3.9872,1,1.9796,3.9872,1}+F{0.2912,0.1853,0.1917,0.3318}",21144.2446,21145.5601,21302.5206,"Mixture",1445,13,0.372318339100346,"42.70%",946,2,0.1,27.7412,7.1893,6,54.6609,NA,"3.2675","1.0647","0.3258","0.0093","0.0437","0.1226","0.1436","0.2039","0.3621"
"Mixture","UCE-1069","TPM2u+FO+I+R2","I+R2",-8611.4301,-8450.9944,"TPM2u{0.7041,2.565,0.7041,1,2.565,1}+FO{0.2919,0.2184,0.1833,0.3064}",17480.8603,17506.4633,18160.9997,"Mixture",1440,62,0.515277777777778,"33.19%",821,96,0.8136,93.7307,10.4399,266.9831,257.4386,NA,"5.2392","1.679","0.3205","0","0","0.0178","0.0425","0.0493","1.4861"
"One_class","UCE-1069","TPM2u+F+I+R2","I+R2",-8615.5671,-8450.9944,"TPM2u{0.6327,2.4339,0.6327,1,2.4339,1}+F{0.3175,0.2028,0.1794,0.3002}",17489.1342,17514.7372,18169.2736,"Mixture",1440,62,0.515277777777778,"33.19%",821,98,0.8305,93.7304,10.4462,242.7509,257.1587,NA,"5.1411","1.6808","0.3269","0","0","0.0185","0.0433","0.0475","1.5059"
"Mixture","UCE-1063","TPM3u+FO+R2","R2",-10638.3927,-9730.9118,"TPM3u{1.3824,3.3383,1,1.3824,3.3383,1}+FO{0.2863,0.1806,0.2212,0.3119}",21624.7854,21672.5501,22543.3869,"Mixture",1450,85,0.377241379310345,"33.45%",1059,140,0.8537,120.5116,11.2379,330.5359,375.5988,NA,"6.0579","1.3226","0.2183","0","0","0.0106","0.0365","0.0286","1.8894"
"One_class","UCE-1063","TPM2u+F+R2","R2",-10644.971,-9730.9118,"TPM2u{0.6587,2.3659,0.6587,1,2.3659,1}+F{0.3118,0.1866,0.1875,0.3142}",21637.9421,21685.7068,22556.5436,"Mixture",1450,85,0.377241379310345,"33.45%",1059,142,0.8659,120.5566,11.2477,303.5194,375.2625,NA,"6.093","1.3071","0.2145","0","0","0.0104","0.0363","0.0274","1.8281"
"Mixture","UCE-1102","TPM3u+FO+G4","G4",-8292.8778,-7488.6809,"TPM3u{1.4425,3.7476,1,1.4425,3.7476,1}+FO{0.3133,0.2118,0.1874,0.2875}",16811.7556,16834.2569,17392.3579,"Mixture",1259,55,0.428911834789516,"33.12%",769,60,0.5769,84.362,10.1051,132.0379,238.0385,NA,"2.5989","0.8703","0.3349","0","0","0.01","0.0245","0.0274","0.5442"
"One_class","UCE-1102","TPM3u+F+G4","G4",-8294.6413,-7488.6809,"TPM3u{1.4286,3.7563,1,1.4286,3.7563,1}+F{0.3269,0.2106,0.1799,0.2827}",16815.2826,16837.784,17395.8849,"Mixture",1259,55,0.428911834789516,"33.12%",769,70,0.6731,84.382,10.1024,141.6121,238.1409,NA,"2.6212","0.8483","0.3236","0","0","0.0098","0.0243","0.0273","0.538"
"Mixture","UCE-1123","TPM3u+FO+G4","G4",-4398.5402,-4845.8291,"TPM3u{1.6266,5.1032,1,1.6266,5.1032,1}+FO{0.3354,0.1921,0.1749,0.2976}",8855.0804,8856.5043,9003.9229,"Mixture",1252,13,0.708466453674121,"15.34%",355,2,0.1,28.3604,7.2959,6,59.4717,NA,"0.5284","0.2223","0.4207","0.0025","0.007","0.0161","0.023","0.027","0.0886"
"One_class","UCE-1123","TPM3u+F+G4","G4",-4399.163,-4845.8291,"TPM3u{1.6285,5.1005,1,1.6285,5.1005,1}+F{0.3231,0.1977,0.1759,0.3032}",8856.326,8857.7499,9005.1684,"Mixture",1252,13,0.708466453674121,"15.34%",355,2,0.1,28.359,7.2955,6,59.4687,NA,"0.5298","0.2229","0.4207","0.0025","0.007","0.0161","0.023","0.0269","0.0883"
"Mixture","UCE-1084","MIX{TPM2u+FO,F81+FO,TPM2+FO}+G","G4",-7252.8967,-7420.132,"TPM2u{0.324529,1.49141}+FO{0.166932,0.105837,0.0267456,0.700485};F81+FO{0.562881,0.0900568,0.227943,0.119119};TPM2{0.0001,3.27476}+FQ",14749.7934,14775.0561,15381.576,"Mixture",1311,56,0.554538520213577,"25.55%",701,78,0.7358,86.5329,10.0459,169.0532,254.368,NA,"2.0846","0.7734","0.371","0","0.0032","0.0106","0.0187","0.0249","0.1226"
"One_class","UCE-1084","TVM+F+G4","G4",-7296.27,-7420.132,"TVM{0.9184,4.1897,0.8169,2.0671,4.1897,1}+F{0.3302,0.1433,0.1597,0.3668}",14826.5401,14849.6851,15432.4299,"Mixture",1311,56,0.554538520213577,"25.55%",701,78,0.7358,86.6099,10.0553,175.4622,254.6581,NA,"2.0365","0.7536","0.37","0","0.0022","0.0109","0.0191","0.0255","0.1379"
"Mixture","UCE-1041","MIX{TPM3u+FO,TIM2+FO,TIM3e+FO}+I+R2","I+R2",-13729.5465,-11764.2409,"TPM3u{2.87616,1.29944}+FO{0.136797,0.200786,0.0750266,0.58739};TIM2{0.448211,0.408107,2.75841}+FO{0.580315,0.0991996,0.219008,0.101478};TIM3e{0.326272,2.84183,1.42224}+FQ",27759.093,27787.2647,28579.9682,"Mixture",1759,67,0.39169982944855,"41.33%",1254,112,0.875,100.2783,10.3128,350.9302,267.1921,NA,"7.8912","3.2199","0.408","0","0","0.0181","0.0506","0.0568","1.2565"
"One_class","UCE-1041","TVM+F+I+R2","I+R2",-13785.7225,-11764.2409,"TVM{1.0072,2.5589,0.765,1.4657,2.5589,1}+F{0.3293,0.1813,0.1753,0.3141}",27853.445,27878.2094,28625.0676,"Mixture",1759,67,0.39169982944855,"41.33%",1254,112,0.875,98.5543,10.2684,354.7619,279.6873,NA,"6.6317","2.0126","0.3035","0","0","0.0208","0.0602","0.0649","1.6839"
"Mixture","UCE-1113","HKY+FO+I+G4","I+G4",-9860.2047,-8871.8141,"HKY{1,3.8424,1,1,3.8424,1}+FO{0.2955,0.1943,0.1855,0.3247}",19954.4095,19976.0151,20567.6493,"Mixture",1396,57,0.422636103151862,"33.60%",920,62,0.5741,86.7754,10.1491,113.3314,251.3372,NA,"3.5532","0.9287","0.2614","0","0.0063","0.0179","0.0318","0.0348","0.7204"
"One_class","UCE-1113","HKY+F+I+G4","I+G4",-9861.5631,-8871.8141,"HKY{1,3.8942,1,1,3.8942,1}+F{0.3023,0.1851,0.1799,0.3328}",19957.1261,19978.7318,20570.366,"Mixture",1396,57,0.422636103151862,"33.60%",920,66,0.6111,86.7894,10.1518,124.3382,251.399,NA,"3.5352","0.9275","0.2624","0","0.0059","0.0179","0.032","0.034","0.7261"
"Mixture","UCE-1017","MIX{HKY+FO,F81+FO,TN+FO}+I+R3","I+R3",-12350.9878,-11439.5194,"HKY{1.63897}+FO{0.157215,0.473184,0.104383,0.265217};F81+FO{0.485037,0.112268,0.306443,0.0962514};TN{7.42143,2.06726}+FO{0.147565,0.22657,0.483592,0.142273}",24985.9756,25011.4377,25761.3653,"Mixture",1738,63,0.369390103567319,"36.48%",1196,102,0.85,102.9217,14.6403,253.7164,261.3686,NA,"18.8812","2.5922","0.1373","0","0","0.0147","0.0558","0.0428","2.0598"
"One_class","UCE-1017","TNe+G4","G4",-12498.5717,-11439.5194,"TNe{1,3.4484,1,1,2.4177,1}+G4{0.25,0.25,0.25,0.25}",25249.1434,25269.0093,25937.1652,"Mixture",1738,63,0.369390103567319,"36.48%",1196,112,0.9333,94.5492,10.1828,232.7015,263.2385,NA,"6.8653","1.6653","0.2426","0","0","0.0153","0.1535","0.0563","11.691"
"Mixture","UCE-1085","HKY+FO+I+G4","I+G4",-11105.9114,-9923.3987,"HKY{1,3.4274,1,1,3.4274,1}+FO{0.2691,0.2292,0.2116,0.2901}",22453.8228,22475.0937,23097.5264,"Mixture",1510,59,0.36953642384106,"42.91%",1053,92,0.8214,89.0466,9.8963,210.5991,250.9923,NA,"4.9227","1.8918","0.3843","0","0","0.0195","0.0427","0.0614","0.36"
"One_class","UCE-1085","TPM3u+F+I+G4","I+G4",-11111.244,-9923.3987,"TPM3u{1.3808,4.0263,1,1.3808,4.0263,1}+F{0.2759,0.1992,0.2156,0.3093}",22466.488,22488.1261,23115.5116,"Mixture",1510,59,0.36953642384106,"42.91%",1053,92,0.8214,89.0818,9.8979,194.0361,250.8392,NA,"4.9123","1.9014","0.3871","0","0","0.0196","0.0428","0.0615","0.3607"
"Mixture","UCE-1127","K3Pu+FO+G4","G4",-9016.2304,-8292.2714,"K3Pu{1,2.537,0.6446,0.6446,2.537,1}+FO{0.2856,0.231,0.1996,0.2838}",18270.4609,18292.896,18893.9274,"Mixture",1393,58,0.482412060301508,"30.15%",825,86,0.7818,86.9048,9.6452,199.3916,249.7542,NA,"4.9294","1.0045","0.2038","0","0.0082","0.0175","0.0437","0.0374","1.4558"
"One_class","UCE-1127","K3Pu+F+G4","G4",-9023.2696,-8292.2714,"K3Pu{1,2.5325,0.6697,0.6697,2.5325,1}+F{0.2579,0.2549,0.2017,0.2855}",18284.5392,18306.9744,18908.0057,"Mixture",1393,58,0.482412060301508,"30.15%",825,88,0.8,86.9699,9.6486,186.9545,249.6629,NA,"4.9373","1.0331","0.2092","0","0.0079","0.0176","0.0436","0.0383","1.4513"
"Mixture","UCE-1136","MIX{TPM3u+FO,JC+FO}+G","G4",-7959.6034,-8589.0421,"TPM3u{2.25586,8.93851}+FO{0.313077,0.149137,0.14129,0.396496};JC",15995.2067,15997.1814,16198.1091,"Mixture",1540,17,0.574675324675325,"26.10%",758,2,0.0714,36.1656,7.7592,5.4772,87.9929,NA,"1.9779","0.8483","0.4289","0","0.0164","0.0413","0.0609","0.0989","0.2243"
"One_class","UCE-1136","TPM3u+F+G4","G4",-7970.6806,-8589.0421,"TPM3u{1.7018,4.0935,1,1.7018,4.0935,1}+F{0.2821,0.1888,0.1836,0.3455}",16015.3612,16017.2334,16212.9241,"Mixture",1540,17,0.574675324675325,"26.10%",758,8,0.2857,36.3701,7.7873,17.088,88.5695,NA,"1.8866","0.77","0.4081","0","0.0162","0.0368","0.0638","0.0946","0.2765"
"Mixture","UCE-1121","TPM3u+FO+I+G4","I+G4",-9854.3215,-10249.9884,"TPM3u{1.4286,4.223,1,1.4286,4.223,1}+FO{0.2643,0.2125,0.2424,0.2807}",19928.6429,19944.9664,20520.6766,"Mixture",1607,53,0.431238332296204,"33.91%",1015,66,0.66,78.3874,9.9821,160.7109,184.9341,NA,"7.9373","2.9259","0.3686","0","0","0.0341","0.0776","0.1064","0.5544"
