"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","real_base_freq","GMM_pro","GMM_mean","GMM_num_class","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","UCE-1040","HKY+F+I+R2","I+R2",-9705.9148,-9263.7831,"HKY{1,2.7253,1,1,2.7253,1}+F{0.3003,0.1821,0.2179,0.2997}",19603.8295,19616.7181,20116.5497,"Mixture",1542,49,0.48313878080415,"32.17%",896,"0.1068;0.064;0.077;0.1066;0.6456","0.1087;0.1281;0.1583;0.0169;0.0367;0.2296;0.1339;0.1395;0.0483","0.0124;0.1221;0.2465;0.3149;0.3866;0.5279;0.7031;0.846;0.9955",9,78,0.8864,4.8508,0.7134,17,10.2684,NA,"4.47","1.7834","0.399","0","0","0.0209","0.0498","0.0691","0.3612"
"Mixture","UCE-101","K3Pu+FO+I+R2","I+R2",-11513.1883,-10497.5097,"K3Pu{1,2.6341,0.7763,0.7763,2.6341,1}+FO{0.3116,0.1938,0.2123,0.2823}",23384.3767,23431.2081,24342.0041,"Mixture",1556,87,0.425449871465296,"36.12%",1110,"0.1119;0.0645;0.0817;0.1046;0.6373","0.1937;0.2433;0.2983;0.2647","0.0627;0.2083;0.5635;0.6651",4,150,0.8929,5.4837,0.6337,31,9.2929,NA,"4.6839","1.4619","0.3121","0","0","0.0154","0.0274","0.0368","0.2277"
"One_class","UCE-101","HKY+F+I+R2","I+R2",-11519.8084,-10497.5097,"HKY{1,3,1,1,3,1}+F{0.3068,0.1798,0.226,0.2875}",23395.6168,23441.8942,24347.8943,"Mixture",1556,87,0.425449871465296,"36.12%",1110,"0.1119;0.0645;0.0817;0.1046;0.6373","0.1937;0.2433;0.2983;0.2647","0.0627;0.2083;0.5635;0.6651",4,156,0.9286,5.4693,0.6246,36,8.7895,NA,"4.6907","1.4901","0.3177","0","0","0.0153","0.0274","0.0371","0.2279"
"Mixture","UCE-1043","TPM2u+FO+G4","G4",-7763.4267,-7868.5919,"TPM2u{0.6165,3.0261,0.6165,1,3.0261,1}+FO{0.2797,0.1945,0.1943,0.3315}",15696.8535,15707.4631,16146.4123,"Mixture",1464,41,0.566939890710383,"25.00%",722,"0.1823;0.1137;0.1276;0.1793;0.397","0.3363;0.0077;0.1456;0.0738;0.0943;0.1258;0.0932;0.0782;0.0451","0.0064;0.1385;0.1386;0.2932;0.4991;0.6632;0.8181;0.9668;1.15",9,48,0.6154,2.4456,0.433,9,7.8641,NA,"1.5513","0.5104","0.329","0","0.0015","0.0072","0.0194","0.0216","0.1592"
"One_class","UCE-1043","TPM2u+F+G4","G4",-7772.2574,-7868.5919,"TPM2u{0.6214,3.0062,0.6214,1,3.0062,1}+F{0.3024,0.1886,0.2117,0.2973}",15714.5148,15725.1244,16164.0737,"Mixture",1464,41,0.566939890710383,"25.00%",722,"0.1823;0.1137;0.1276;0.1793;0.397","0.3363;0.0077;0.1456;0.0738;0.0943;0.1258;0.0932;0.0782;0.0451","0.0064;0.1385;0.1386;0.2932;0.4991;0.6632;0.8181;0.9668;1.15",9,50,0.641,2.4469,0.4333,10,7.8675,NA,"1.5516","0.5105","0.329","0","0.0015","0.0072","0.0194","0.0216","0.1586"
"Mixture","UCE-1041","MIX{TPM3u+FO,TIM2+FO,TIM3e+FO}+I+R2","I+R2",-13729.5465,-11764.2409,"TPM3u{2.87616,1.29944}+FO{0.136797,0.200786,0.0750266,0.58739};TIM2{0.448211,0.408107,2.75841}+FO{0.580315,0.0991996,0.219008,0.101478};TIM3e{0.326272,2.84183,1.42224}+FQ",27759.093,27787.2647,28579.9682,"Mixture",1759,67,0.39169982944855,"41.33%",1254,"0.1028;0.0547;0.0527;0.0978;0.692","0.1358;0.0653;0.1849;0.0864;0.0285;0.1115;0.1536;0.1734;0.0605","0.0334;0.0334;0.141;0.2691;0.4055;0.5509;0.6835;0.8174;0.9352",9,112,0.8615,7.9561,1.8383,29,27.4082,NA,"7.8912","3.2199","0.408","0","0","0.014","0.0502","0.0562","1.2565"
"One_class","UCE-1041","TVM+F+I+R2","I+R2",-13785.7225,-11764.2409,"TVM{1.0072,2.5589,0.765,1.4657,2.5589,1}+F{0.3293,0.1813,0.1753,0.3141}",27853.445,27878.2094,28625.0676,"Mixture",1759,67,0.39169982944855,"41.33%",1254,"0.1028;0.0547;0.0527;0.0978;0.692","0.1358;0.0653;0.1849;0.0864;0.0285;0.1115;0.1536;0.1734;0.0605","0.0334;0.0334;0.141;0.2691;0.4055;0.5509;0.6835;0.8174;0.9352",9,112,0.8615,7.09,1.4076,25,13.8845,NA,"6.6317","2.0126","0.3035","0","0","0.0137","0.0598","0.0643","1.6839"
"Mixture","UCE-1058","TPM3u+FO+G4","G4",-7355.7248,-6963.5074,"TPM3u{1.6957,4.2572,1,1.6957,4.2572,1}+FO{0.2925,0.1841,0.1811,0.3423}",14773.4497,14774.9865,14934.2671,"Mixture",1323,14,0.494331065759637,"30.91%",661,"0.2562;0.1548;0.1494;0.2767;0.1628","0.3678;0.1979;0.0914;0.1107;0.1093;0.0962;0.0267","0.0088;0.3517;0.5402;0.7724;0.9798;1.3057;1.6829",7,6,0.25,1.1637,0.2999,2,2.5913,NA,"1.5313","0.6096","0.3981","0","0.0133","0.0374","0.0588","0.0733","0.2082"
"One_class","UCE-1058","TPM3u+F+G4","G4",-7356.8983,-6963.5074,"TPM3u{1.6345,4.2012,1,1.6345,4.2012,1}+F{0.3061,0.1849,0.1785,0.3305}",14775.7965,14777.3333,14936.6139,"Mixture",1323,14,0.494331065759637,"30.91%",661,"0.2562;0.1548;0.1494;0.2767;0.1628","0.3678;0.1979;0.0914;0.1107;0.1093;0.0962;0.0267","0.0088;0.3517;0.5402;0.7724;0.9798;1.3057;1.6829",7,6,0.25,1.1651,0.3003,2,2.5961,NA,"1.5296","0.6086","0.3979","0","0.0133","0.0374","0.0589","0.0734","0.2089"
"Mixture","UCE-1048","TPM3u+FO+I+G4","I+G4",-9415.3764,-9765.4484,"TPM3u{1.372,3.5506,1,1.372,3.5506,1}+FO{0.3038,0.1595,0.1815,0.3551}",19082.7527,19105.499,19755.0426,"Mixture",1534,61,0.477835723598435,"32.66%",958,"0.1225;0.058;0.0741;0.1206;0.6249","0.0763;0.1513;0.1432;0.1032;0.4826;0.0434","0.0096;0.0862;0.2092;0.5233;0.6799;0.7701",6,98,0.8448,4.4517,0.6095,21,10.3559,NA,"2.3628","0.9554","0.4044","0","0","0.0132","0.0199","0.0264","0.2388"
"One_class","UCE-1048","TN+F+I+G4","I+G4",-9422.57,-9765.4484,"TN{1,2.7201,1,1,3.5918,1}+F{0.3248,0.1567,0.1987,0.3197}",19097.14,19119.8862,19769.4298,"Mixture",1534,61,0.477835723598435,"32.66%",958,"0.1225;0.058;0.0741;0.1206;0.6249","0.0763;0.1513;0.1432;0.1032;0.4826;0.0434","0.0096;0.0862;0.2092;0.5233;0.6799;0.7701",6,98,0.8448,4.4512,0.6096,22,10.3949,NA,"2.3633","0.952","0.4028","0","0","0.0119","0.0199","0.025","0.238"
"Mixture","UCE-1050","MIX{TPM3u+FO,JC+FO}+G","G4",-7766.5395,-7252.709,"TPM3u{1.66334,8.45069}+FO{0.320459,0.207503,0.18485,0.287188};JC",15793.079,15823.0087,16462.0569,"Mixture",1269,63,0.554767533490938,"26.48%",695,"0.1512;0.0864;0.0951;0.139;0.5283","0.0577;0.114;0.1636;0.0793;0.0053;0.3446;0.1511;0.0829;0.0016","0.0869;0.0872;0.194;0.3051;0.3161;0.5423;0.7531;0.9066;1.5256",9,94,0.7705,4.0482,0.4881,18,12.1405,NA,"2.5258","0.7483","0.2963","0","0","0.0101","0.0202","0.028","0.1738"
"One_class","UCE-1050","TVM+F+G4","G4",-7775.4805,-7252.709,"TVM{1.1597,3.6357,0.493,1.2789,3.6357,1}+F{0.3202,0.1836,0.2018,0.2944}",15812.9609,15843.3778,16487.0849,"Mixture",1269,63,0.554767533490938,"26.48%",695,"0.1512;0.0864;0.0951;0.139;0.5283","0.0577;0.114;0.1636;0.0793;0.0053;0.3446;0.1511;0.0829;0.0016","0.0869;0.0872;0.194;0.3051;0.3161;0.5423;0.7531;0.9066;1.5256",9,88,0.7213,3.8722,0.4794,18,11.9535,NA,"2.509","0.7739","0.3084","0","0","0.011","0.0204","0.0286","0.1822"
"Mixture","UCE-1054","HKY+FO+I+G4","I+G4",-9520.0931,-8907.1605,"HKY{1,3.0661,1,1,3.0661,1}+FO{0.2679,0.1939,0.2027,0.3354}",19262.1863,19280.1257,19851.8056,"Mixture",1498,56,0.5,"34.31%",858,"0.0994;0.0723;0.0721;0.1074;0.6488","0.0992;0.1291;0.1121;0.0601;0.2577;0.1219;0.1511;0.0688","0.0083;0.1138;0.2419;0.3638;0.5253;0.6859;0.8269;0.9889",8,82,0.7885,5.2717,0.8311,17,11.8127,NA,"5.2238","2.4184","0.463","0","0","0.0123","0.0491","0.0479","0.6467"
"One_class","UCE-1054","HKY+F+I+G4","I+G4",-9531.4414,-8907.1605,"HKY{1,2.9651,1,1,2.9651,1}+F{0.2818,0.2067,0.2071,0.3043}",19284.8828,19302.8222,19874.5021,"Mixture",1498,56,0.5,"34.31%",858,"0.0994;0.0723;0.0721;0.1074;0.6488","0.0992;0.1291;0.1121;0.0601;0.2577;0.1219;0.1511;0.0688","0.0083;0.1138;0.2419;0.3638;0.5253;0.6859;0.8269;0.9889",8,82,0.7885,5.1334,0.8169,16,11.4782,NA,"5.2002","2.2958","0.4415","0","0","0.0147","0.0493","0.0472","0.6732"
"Mixture","UCE-1044","TPM3u+FO+I+G4","I+G4",-11896.8932,-10684.2265,"TPM3u{1.5383,4.3448,1,1.5383,4.3448,1}+FO{0.3153,0.1748,0.2036,0.3063}",24045.7865,24066.1842,24730.726,"One_class",1696,61,0.386792452830189,"39.98%",1068,"0.1068;0.0524;0.0573;0.0946;0.689","0.0705;0.2279;0.08;0.0446;0.1448;0.1217;0.1214;0.1284;0.0605","0.0054;0.1052;0.2344;0.3803;0.5163;0.6253;0.7329;0.8293;0.947",9,104,0.8814,8.2148,3.5394,23,26.9099,NA,"7.6469","2.022","0.2644","0","0","0.0151","0.0612","0.0379","3.2983"
"One_class","UCE-1044","TVM+F+I+G4","I+G4",-11888.4992,-10684.2265,"TVM{0.9484,3.2111,0.557,1.3657,3.2111,1}+F{0.3386,0.1725,0.1876,0.3013}",24032.9984,24054.0731,24728.8099,"One_class",1696,61,0.386792452830189,"39.98%",1068,"0.1068;0.0524;0.0573;0.0946;0.689","0.0705;0.2279;0.08;0.0446;0.1448;0.1217;0.1214;0.1284;0.0605","0.0054;0.1052;0.2344;0.3803;0.5163;0.6253;0.7329;0.8293;0.947",9,96,0.8136,7.7685,3.2909,22,25.5932,NA,"7.3484","1.8789","0.2557","0","0","0.0122","0.0637","0.0362","3.5411"
"Mixture","UCE-1051","MIX{TPM2u+FO,K80+FO,JC+FO}+G","G4",-7868.2645,-7917.9895,"TPM2u{0.00634333,0.876767}+FO{0.53992,0.0291512,0.0311523,0.399777};K2P{7.28949}+FQ;JC",16008.5291,16039.4792,16715.8883,"Mixture",1341,65,0.502609992542878,"26.92%",777,"0.1297;0.0703;0.0941;0.1192;0.5868","0.2151;0.1711;0.0014;0.404;0.1805;0.028","0.1022;0.2454;0.3227;0.5399;0.7673;0.9936",6,100,0.7937,5.5787,1.379,24,14.4607,NA,"3.6591","0.8509","0.2325","0","0","0.0089","0.0248","0.0239","1.1319"
"One_class","UCE-1051","TPM3u+F+G4","G4",-7896.7778,-7917.9895,"TPM3u{1.4191,4.3952,1,1.4191,4.3952,1}+F{0.313,0.1711,0.228,0.2879}",16059.5556,16089.0866,16751.3113,"Mixture",1341,65,0.502609992542878,"26.92%",777,"0.1297;0.0703;0.0941;0.1192;0.5868","0.2151;0.1711;0.0014;0.404;0.1805;0.028","0.1022;0.2454;0.3227;0.5399;0.7673;0.9936",6,98,0.7778,5.3541,1.1451,23,13.9194,NA,"3.1759","0.7333","0.2309","0","0","0.0091","0.0286","0.0266","1.3962"
"Mixture","UCE-1055","TPM2u+FO+G4","G4",-7536.3732,-6941.9928,"TPM2u{0.7204,2.5718,0.7204,1,2.5718,1}+FO{0.3337,0.1691,0.1743,0.3228}",15294.7464,15316.0341,15866.9087,"Mixture",1280,54,0.49296875,"29.22%",691,"0.1404;0.0726;0.0717;0.1322;0.5831","0.099;0.0921;0.0719;0.0284;0.3236;0.1251;0.1285;0.098;0.0334","0.0053;0.1277;0.2659;0.3749;0.5271;0.6422;0.7538;0.8763;1.0582",9,80,0.7692,3.0998,0.3967,17,9.7445,NA,"2.1654","0.7372","0.3404","0","0","0.0085","0.0205","0.0242","0.2009"
"One_class","UCE-1055","TPM2u+F+G4","G4",-7536.8241,-6941.9928,"TPM2u{0.7122,2.5436,0.7122,1,2.5436,1}+F{0.3355,0.1752,0.173,0.3163}",15295.6482,15316.9359,15867.8105,"Mixture",1280,54,0.49296875,"29.22%",691,"0.1404;0.0726;0.0717;0.1322;0.5831","0.099;0.0921;0.0719;0.0284;0.3236;0.1251;0.1285;0.098;0.0334","0.0053;0.1277;0.2659;0.3749;0.5271;0.6422;0.7538;0.8763;1.0582",9,80,0.7692,3.0973,0.3962,16,9.7139,NA,"2.1697","0.7381","0.3402","0","0","0.0084","0.0204","0.0241","0.2003"
"Mixture","UCE-1039","TPM3u+FO+I+G4","I+G4",-10297.5228,-8590.9564,"TPM3u{1.4961,3.6404,1,1.4961,3.6404,1}+FO{0.3398,0.1642,0.1651,0.3309}",20891.0456,20927.4651,21662.9011,"Mixture",1360,75,0.397058823529412,"36.69%",932,"0.1324;0.066;0.0607;0.1394;0.6015","0.1251;0.1327;0.0959;0.3294;0.2209;0.0749;0.0211","0.0618;0.0618;0.2646;0.5437;0.7216;0.8824;1.1387",7,106,0.7571,4.0518,0.4828,22,9.6045,NA,"3.2106","0.9157","0.2852","0","0","0.0103","0.0225","0.0247","0.1857"
"One_class","UCE-1039","TPM3u+F+I+G4","I+G4",-10300.367,-8590.9564,"TPM3u{1.5501,3.726,1,1.5501,3.726,1}+F{0.3312,0.1669,0.154,0.348}",20896.734,20933.1535,21668.5895,"Mixture",1360,75,0.397058823529412,"36.69%",932,"0.1324;0.066;0.0607;0.1394;0.6015","0.1251;0.1327;0.0959;0.3294;0.2209;0.0749;0.0211","0.0618;0.0618;0.2646;0.5437;0.7216;0.8824;1.1387",7,110,0.7857,4.0669,0.4829,26,9.6488,NA,"3.1978","0.9118","0.2851","0","0","0.0104","0.0226","0.0249","0.186"
"Mixture","UCE-1052","TPM3u+FO+I+R2","I+R2",-6529.9316,-7266.9534,"TPM3u{1.9715,4.8336,1,1.9715,4.8336,1}+FO{0.2923,0.1831,0.1939,0.3308}",13453.8633,13527.5986,14465.5937,"Mixture",1256,96,0.656050955414013,"19.67%",611,"0.1488;0.0953;0.0856;0.1613;0.509","0.1111;0.2085;0.4253;0.2551","0.056;0.194;0.5177;0.5569",4,150,0.7979,6.1571,0.7841,34,21.7585,NA,"2.3121","0.6165","0.2666","0","0","0.0053","0.0121","0.0151","0.5441"
"One_class","UCE-1052","TPM3u+F+I+R2","I+R2",-6533.2654,-7266.9534,"TPM3u{1.9131,4.8491,1,1.9131,4.8491,1}+F{0.3029,0.1943,0.1747,0.3282}",13460.5307,13534.2661,14472.2611,"Mixture",1256,96,0.656050955414013,"19.67%",611,"0.1488;0.0953;0.0856;0.1613;0.509","0.1111;0.2085;0.4253;0.2551","0.056;0.194;0.5177;0.5569",4,152,0.8085,6.2195,0.7864,35,21.6775,NA,"2.3069","0.6147","0.2665","0","0","0.005","0.0122","0.0151","0.543"
"Mixture","UCE-1059","HKY+FO+I+G4","I+G4",-11350.8061,-9493.9565,"HKY{1,3.1526,1,1,3.1526,1}+FO{0.3385,0.1804,0.1849,0.2962}",22927.6123,22946.0151,23529.0559,"Mixture",1514,55,0.387054161162483,"41.15%",1029,"0.1101;0.0681;0.0652;0.1103;0.6463","0.0913;0.1578;0.0804;0.048;0.1759;0.1795;0.1649;0.0823;0.0198","0.0181;0.1209;0.303;0.5299;0.5299;0.674;0.837;0.9776;1.1342",9,84,0.7925,4.753,0.5816,19,5.2554,NA,"4.829","1.9463","0.403","0","0.0021","0.0229","0.0447","0.0607","0.3204"
"One_class","UCE-1059","HKY+F+I+G4","I+G4",-11357.9114,-9493.9565,"HKY{1,3.1069,1,1,3.1069,1}+F{0.3094,0.1943,0.1864,0.3099}",22941.8228,22960.2256,23543.2665,"Mixture",1514,55,0.387054161162483,"41.15%",1029,"0.1101;0.0681;0.0652;0.1103;0.6463","0.0913;0.1578;0.0804;0.048;0.1759;0.1795;0.1649;0.0823;0.0198","0.0181;0.1209;0.303;0.5299;0.5299;0.674;0.837;0.9776;1.1342",9,88,0.8302,4.7797,0.5833,21,5.2891,NA,"4.8314","1.918","0.397","0","0.0021","0.023","0.0447","0.061","0.3224"
"Mixture","UCE-1060","TPM3u+FO+G4","G4",-8250.0643,-7674.4999,"TPM3u{1.7115,3.9467,1,1.7115,3.9467,1}+FO{0.2816,0.1707,0.1929,0.3549}",16698.1286,16714.4383,17211.0309,"Mixture",1314,48,0.436073059360731,"30.97%",820,"0.0988;0.0591;0.0602;0.1145;0.6674","0.0633;0.1465;0.0661;0.0037;0.4145;0.197;0.1004;0.0085","0.0139;0.17;0.3309;0.498;0.498;0.6488;0.7815;1.1301",8,72,0.7826,4.4122,0.616,15,7.1179,NA,"5.4673","1.7516","0.3204","0","0.0125","0.0276","0.0579","0.0721","0.4353"
"One_class","UCE-1060","TPM3u+F+G4","G4",-8253.0473,-7674.4999,"TPM3u{1.5445,3.7558,1,1.5445,3.7558,1}+F{0.2952,0.1804,0.1838,0.3406}",16704.0946,16720.4044,17216.9969,"Mixture",1314,48,0.436073059360731,"30.97%",820,"0.0988;0.0591;0.0602;0.1145;0.6674","0.0633;0.1465;0.0661;0.0037;0.4145;0.197;0.1004;0.0085","0.0139;0.17;0.3309;0.498;0.498;0.6488;0.7815;1.1301",8,72,0.7826,4.4302,0.6165,16,7.123,NA,"5.4466","1.7378","0.3191","0","0.0125","0.0278","0.0582","0.0721","0.4397"
"Mixture","UCE-1056","TPM2u+FO+I+R3","I+R3",-11936.1697,-9834.8689,"TPM2u{0.5966,2.1556,0.5966,1,2.1556,1}+FO{0.3452,0.1787,0.1621,0.314}",24206.3395,24249.6692,25089.4763,"Mixture",1463,80,0.34107997265892,"41.97%",1110,"0.1314;0.0608;0.0514;0.127;0.6295","0.3451;0.6549","0.1288;0.6157",2,132,0.8571,16.2622,7.3353,30,72.8314,NA,"15.4735","2.2641","0.1463","0","0","0.0118","0.0821","0.0392","5.5715"
"One_class","UCE-1056","TVM+F+G4","G4",-11955.1735,-9834.8689,"TVM{0.8052,2.6131,0.5409,1.8569,2.6131,1}+F{0.352,0.1662,0.1414,0.3404}",24240.3471,24282.583,25112.9074,"Mixture",1463,80,0.34107997265892,"41.97%",1110,"0.1314;0.0608;0.0514;0.127;0.6295","0.3451;0.6549","0.1288;0.6157",2,132,0.8571,12.6493,5.7435,30,57.0955,NA,"12.8892","2.2851","0.1773","0","0","0.0145","0.0986","0.0445","7.0132"
"Mixture","UCE-1065","MIX{K3Pu+FO,TPM3+FO}+R2","R2",-11299.2257,-9751.2286,"K3Pu{1.58148,0.580499}+FO{0.335343,0.181992,0.168129,0.314536};TPM3{24.8458,95.5645}+FQ",22688.4514,22690.9712,22932.8865,"Mixture",1689,19,0.486086441681468,"34.93%",959,"0.2293;0.1211;0.1028;0.2019;0.3449","0.2932;0.1984;0.0699;0.0716;0.0746;0.0879;0.0906;0.073;0.0409","0.0048;0.2477;0.4421;0.6135;0.8112;1.0107;1.2389;1.474;1.7009",9,10,0.2941,1.8083,0.4304,2,3.0598,NA,"4.0832","1.4168","0.347","0","0.0175","0.0542","0.1083","0.1905","0.4088"
"One_class","UCE-1065","TVM+F+I+R2","I+R2",-11319.7605,-9751.2286,"TVM{0.8794,2.1546,0.4965,1.0111,2.1546,1}+F{0.35,0.1848,0.157,0.3082}",22729.521,22732.0407,22973.9561,"Mixture",1689,19,0.486086441681468,"34.93%",959,"0.2293;0.1211;0.1028;0.2019;0.3449","0.2932;0.1984;0.0699;0.0716;0.0746;0.0879;0.0906;0.073;0.0409","0.0048;0.2477;0.4421;0.6135;0.8112;1.0107;1.2389;1.474;1.7009",9,10,0.2941,1.6753,0.3963,2,2.6193,NA,"3.9001","1.3361","0.3426","0","0.0182","0.056","0.1134","0.2015","0.4322"
"Mixture","UCE-1064","HKY+FO+I+R2","I+R2",-9111.9044,-9320.5092,"HKY{1,3.2024,1,1,3.2024,1}+FO{0.2832,0.1903,0.2081,0.3185}",18419.8088,18433.9208,18938.7908,"Mixture",1474,47,0.41044776119403,"34.06%",958,"0.0944;0.0544;0.0634;0.0928;0.695","0.0571;0.1808;0.0685;0.0747;0.2034;0.1384;0.1742;0.0976;0.0054","0.0081;0.1224;0.2371;0.3323;0.4728;0.5745;0.6763;0.7878;1.0332",9,52,0.5778,3.19,0.4389,12,4.4256,NA,"4.4254","1.4629","0.3306","0","0.0111","0.0275","0.0477","0.066","0.2527"
"One_class","UCE-1064","TN+F+I+R2","I+R2",-9112.3347,-9320.5092,"TN{1,2.7749,1,1,3.7246,1}+F{0.3062,0.1823,0.2101,0.3014}",18422.6695,18437.08,18946.9472,"Mixture",1474,47,0.41044776119403,"34.06%",958,"0.0944;0.0544;0.0634;0.0928;0.695","0.0571;0.1808;0.0685;0.0747;0.2034;0.1384;0.1742;0.0976;0.0054","0.0081;0.1224;0.2371;0.3323;0.4728;0.5745;0.6763;0.7878;1.0332",9,52,0.5778,3.1946,0.4393,11,4.5148,NA,"4.3877","1.455","0.3316","0","0.0113","0.0281","0.0481","0.0658","0.2566"
"Mixture","UCE-1062","MIX{HKY+FO,JC+FO}+I+R3","I+R3",-16345.3291,-13198.9518,"HKY{6.36143}+FO{0.287615,0.266041,0.20085,0.245493};JC",32936.6581,32953.4278,33622.0127,"Mixture",1943,58,0.339680905815749,"44.98%",1400,"0.0877;0.0715;0.0526;0.0766;0.7116","0.3533;0.4402;0.2065","0.1189;0.5742;0.8934",3,80,0.7273,22.9697,14.8014,20,116.6697,NA,"22.9276","2.8811","0.1257","0","0","0.0244","0.1877","0.0989","13.3539"
"One_class","UCE-1062","K2P+I+R3","I+R3",-16389.987,-13198.9518,"K2P{1,3.1952,1,1,3.1952,1}+I{0.25,0.25,0.25,0.25}",33017.9739,33033.6404,33681.0405,"Mixture",1943,58,0.339680905815749,"44.98%",1400,"0.0877;0.0715;0.0526;0.0766;0.7116","0.3533;0.4402;0.2065","0.1189;0.5742;0.8934",3,82,0.7455,21.4812,13.3484,19,106.4801,NA,"21.2148","2.8779","0.1357","0","0","0.0243","0.2029","0.1011","14.8099"
"Mixture","UCE-1061","TPM3u+FO+I+G4","I+G4",-9318.999,-8716.0675,"TPM3u{1.4159,3.6203,1,1.4159,3.6203,1}+FO{0.3359,0.1785,0.1658,0.3198}",18925.9981,18959.3261,19680.961,"Mixture",1398,70,0.478540772532189,"32.55%",871,"0.1298;0.0652;0.0689;0.1176;0.6184","0.0779;0.2379;0.0828;0.3849;0.2151;0.0015","0.1166;0.1166;0.2204;0.5427;0.7891;1.3475",6,118,0.8676,4.715,0.5465,25,8.2353,NA,"3.1661","1.1761","0.3715","0","0","0.0104","0.0231","0.0367","0.1914"
"One_class","UCE-1061","TIM3+F+I+G4","I+G4",-9318.295,-8716.0675,"TIM3{1.4228,3.094,1,1.4228,4.1349,1}+F{0.3383,0.1726,0.1821,0.307}",18926.5901,18960.408,19686.7958,"Mixture",1398,70,0.478540772532189,"32.55%",871,"0.1298;0.0652;0.0689;0.1176;0.6184","0.0779;0.2379;0.0828;0.3849;0.2151;0.0015","0.1166;0.1166;0.2204;0.5427;0.7891;1.3475",6,116,0.8529,4.5653,0.541,24,8.7281,NA,"3.1854","1.1764","0.3693","0","0","0.0102","0.0229","0.037","0.1925"
"Mixture","UCE-106","TPM3u+FO+G4","G4",-7603.7156,-6969.9949,"TPM3u{1.4494,3.709,1,1.4494,3.709,1}+FO{0.3372,0.1966,0.2125,0.2537}",15281.4311,15283.4897,15475.5731,"Mixture",1404,17,0.574786324786325,"26.42%",637,"0.2466;0.1591;0.1851;0.1984;0.2107","0.4138;0.0088;0.1801;0.0804;0.0903;0.0593;0.0752;0.0635;0.0285","0.0045;0.0045;0.2911;0.5101;0.6919;0.8545;1.0192;1.2784;1.5853",9,10,0.3333,1.431,0.3436,3,3.5451,NA,"1.749","0.5141","0.2939","0","0.011","0.0254","0.0538","0.073","0.2555"
"One_class","UCE-106","TPM2u+F+G4","G4",-7608.9638,-6969.9949,"TPM2u{1.4269,3.7654,1.4269,1,3.7654,1}+F{0.3125,0.2016,0.2345,0.2514}",15291.9277,15293.9862,15486.0696,"Mixture",1404,17,0.574786324786325,"26.42%",637,"0.2466;0.1591;0.1851;0.1984;0.2107","0.4138;0.0088;0.1801;0.0804;0.0903;0.0593;0.0752;0.0635;0.0285","0.0045;0.0045;0.2911;0.5101;0.6919;0.8545;1.0192;1.2784;1.5853",9,10,0.3333,1.4198,0.3437,2,3.6251,NA,"1.7225","0.4818","0.2797","0","0.0131","0.0256","0.0547","0.0738","0.2543"
"Mixture","UCE-1083","HKY+FO+G4","G4",-6074.6889,-6494.004,"HKY{1,3.7356,1,1,3.7356,1}+FO{0.2965,0.1976,0.1661,0.3398}",12197.3779,12198.2981,12321.9903,"Mixture",1329,11,0.602708803611738,"24.15%",558,"0.2552;0.1497;0.133;0.2751;0.1869","0.3876;0.1763;0.1131;0.1311;0.0978;0.0626;0.0315","0.0115;0.2806;0.4636;0.7818;1.0215;1.3383;1.6906",7,4,0.2222,1.038,0.3036,1,1.8873,NA,"1.3078","0.483","0.3693","0","0.0274","0.0527","0.0649","0.0951","0.219"
"One_class","UCE-1083","HKY+F+G4","G4",-6076.9209,-6494.004,"HKY{1,3.7913,1,1,3.7913,1}+F{0.3139,0.1841,0.1636,0.3384}",12201.8418,12202.7621,12326.4542,"Mixture",1329,11,0.602708803611738,"24.15%",558,"0.2552;0.1497;0.133;0.2751;0.1869","0.3876;0.1763;0.1131;0.1311;0.0978;0.0626;0.0315","0.0115;0.2806;0.4636;0.7818;1.0215;1.3383;1.6906",7,4,0.2222,1.0462,0.3059,1,1.9068,NA,"1.2981","0.4793","0.3692","0","0.0279","0.0532","0.0654","0.0957","0.2205"
"Mixture","UCE-1053","TPM2u+FO+I+G4","I+G4",-11980.3139,-10502.9025,"TPM2u{0.6703,2.6311,0.6703,1,2.6311,1}+FO{0.3171,0.1997,0.167,0.3163}",24352.6278,24408.9957,25402.5838,"Mixture",1567,97,0.405871091257179,"38.99%",1106,"0.1269;0.0677;0.0592;0.1182;0.628","0.2804;0.1723;0.4289;0.1184","0.0668;0.2536;0.5823;0.6984",4,164,0.8723,5.8262,0.5813,39,11.2783,NA,"5.3351","1.8604","0.3487","0","0","0.0102","0.0283","0.0287","0.5029"
